wavenumber,intensity
450.0,0.004599450812217129
451.0,0.005842961178844369
452.0,0.006974730580146068
453.0,0.007994759016122309
454.0,0.008903046486773009
455.0,0.009699592992098237
456.0,0.01055240511175858
457.0,0.012074638389425466
458.0,0.013386608054243208
459.0,0.015437592095978413
460.0,0.013727236129824329
461.0,0.01284662781314916
462.0,0.010645890963784148
463.0,0.0076346512255619815
464.0,0.00563875167954068
465.0,0.005203088756709289
466.0,0.007504333058314592
467.0,0.009624466823689547
468.0,0.010740986993226453
469.0,0.01118459456263544
470.0,0.009598505344746322
471.0,0.009222033369587651
472.0,0.0058146682972622125
473.0,0.003728540192617454
474.0,0.002947401671676369
475.0,0.002399803114456616
476.0,0.0027183421091720784
477.0,0.003105667376261014
478.0,0.005762345193684804
479.0,0.009149352804386012
480.0,0.012570641466378011
481.0,0.01461499188817506
482.0,0.014615152175341244
483.0,0.015365590530204176
484.0,0.014698557918453821
485.0,0.015110421356951943
486.0,0.011606072362997015
487.0,0.00718084025395168
488.0,0.0034624347313303144
489.0,0.0022949445720221113
490.0,0.0012521148052463177
491.0,0.0
492.0,0.0015261789573290964
493.0,0.0027735031729539156
494.0,0.0037024969361095176
495.0,0.0057559161753622055
496.0,0.008168949236033986
497.0,0.010711068516908217
498.0,0.010882940961253503
499.0,0.014001794589698118
500.0,0.01599505072961574
501.0,0.013742428799759926
502.0,0.011152351334874872
503.0,0.011116492825569842
504.0,0.00969953924216133
505.0,0.007391062230317153
506.0,0.008030344665726072
507.0,0.00959794379664557
508.0,0.011290389980755232
509.0,0.011932720333344204
510.0,0.012639798150930586
511.0,0.015035645076401483
512.0,0.013220298897246486
513.0,0.01241530927918836
514.0,0.012443346553956899
515.0,0.011821965540708468
516.0,0.009850392164161694
517.0,0.01064640642347911
518.0,0.010280970154371079
519.0,0.011916986626651237
520.0,0.015198266432119805
521.0,0.020028801063051462
522.0,0.0271580846153778
523.0,0.038353791508841974
524.0,0.04999574095837082
525.0,0.06285122258331236
526.0,0.0768153450609941
527.0,0.0887313890744596
528.0,0.096423280410465
529.0,0.09926038424568306
530.0,0.09814998730656183
531.0,0.09760066762241071
532.0,0.09687279397967442
533.0,0.09589836981767816
534.0,0.09578824728117248
535.0,0.09762584241109054
536.0,0.10181072809108298
537.0,0.10527908767506412
538.0,0.10624088945919614
539.0,0.10344377293240499
540.0,0.09551340285292065
541.0,0.08302629307575925
542.0,0.06873989821480714
543.0,0.05581146865477521
544.0,0.043611778218478205
545.0,0.028213388873835617
546.0,0.01790774214133531
547.0,0.006669259064748683
548.0,0.015749945708963257
549.0,0.03556101729870888
550.0,0.06806371656357409
551.0,0.11079668930319753
552.0,0.15801061904959643
553.0,0.20684227536065727
554.0,0.2516389950116639
555.0,0.28354498726605865
556.0,0.3065544535346838
557.0,0.3032811629024316
558.0,0.2770728148930485
559.0,0.24068258192420675
560.0,0.20074404470593207
561.0,0.15053706053047688
562.0,0.10617880590445167
563.0,0.06699672805321837
564.0,0.03372114995023678
565.0,0.016698246969897527
566.0,0.005615111034812106
567.0,0.00915007693615188
568.0,0.02326715241430989
569.0,0.0339261320128771
570.0,0.04803379903238605
571.0,0.07079182873462567
572.0,0.0987283240436347
573.0,0.13120156979195413
574.0,0.1657113091080524
575.0,0.20158600351491207
576.0,0.22514165319034662
577.0,0.24234654071695874
578.0,0.2484349477654067
579.0,0.23971783604662597
580.0,0.21812351229787216
581.0,0.17983537685021214
582.0,0.1421504817359073
583.0,0.1028520513611223
584.0,0.06647873005155734
585.0,0.04159735801936803
586.0,0.022259655877246598
587.0,0.011641261737027377
588.0,0.003223520591495794
589.0,0.006608328804315161
590.0,0.006796131642566981
591.0,0.007938674176466601
592.0,0.009915259460095364
593.0,0.00815962303825493
594.0,0.008440351044904733
595.0,0.00925329369074911
596.0,0.008911545154881732
597.0,0.008895423098338082
598.0,0.010296142122584064
599.0,0.011557393138728144
600.0,0.010466058913868906
601.0,0.013930948101498166
602.0,0.014057838046156809
603.0,0.012677241878490864
604.0,0.010577290272391557
605.0,0.011106045702427805
606.0,0.01004839566353241
607.0,0.00816434847652657
608.0,0.00671516666304993
609.0,0.007775708666656168
610.0,0.010057789675603578
611.0,0.009610518810930198
612.0,0.009120095233289879
613.0,0.010107344468146958
614.0,0.007985924825725594
615.0,0.0059991132036183266
616.0,0.006757070333743219
617.0,0.007214298370856091
618.0,0.006869285809583475
619.0,0.008152075466948202
620.0,0.010478676745580978
621.0,0.013314929358519908
622.0,0.011574570230162092
623.0,0.011086805422950732
624.0,0.00976388514346118
625.0,0.007201477808196575
626.0,0.006320746974796682
627.0,0.007674732226029444
628.0,0.009119375494101408
629.0,0.009193775520216142
630.0,0.008597581308482306
631.0,0.00947409893591967
632.0,0.009627597135049957
633.0,0.007609626324483196
634.0,0.004147416796791345
635.0,0.002725886557174436
636.0,0.0010618622378218963
637.0,0.0021769882935638338
638.0,0.0038523228580583362
639.0,0.005207280468454547
640.0,0.004319258022324364
641.0,0.0030764214165686127
642.0,0.0030434880975748558
643.0,0.0046831905619257
644.0,0.005444342670236636
645.0,0.005467201897396496
646.0,0.005676686000686556
647.0,0.00789914045880045
648.0,0.009908900218147547
649.0,0.0116785785544611
650.0,0.01078987218691998
651.0,0.009350843381688638
652.0,0.0065778441989124345
653.0,0.004284596211415554
654.0,0.0028692241685206654
655.0,0.004989328478207202
656.0,0.007200664414799205
657.0,0.006967439270774729
658.0,0.00804022097070976
659.0,0.008956279755483966
660.0,0.009483864169568132
661.0,0.00884414893956192
662.0,0.007798644857483868
663.0,0.006659271350304033
664.0,0.004486925751134848
665.0,0.0032362603766043154
666.0,0.005761575041570923
667.0,0.007935573671669843
668.0,0.008228132722796166
669.0,0.007372186953931374
670.0,0.007890231350728825
671.0,0.008540690629300978
672.0,0.008912744371156179
673.0,0.008362024206581364
674.0,0.010119430398903909
675.0,0.011126374204834203
676.0,0.012360961094289791
677.0,0.014099990517784993
678.0,0.013912905115245606
679.0,0.0106071291084699
680.0,0.010797514226626836
681.0,0.009927117880849188
682.0,0.010089847702282164
683.0,0.010663426344779112
684.0,0.008946460114651987
685.0,0.009878625058613779
686.0,0.01130613127440554
687.0,0.011942519410827522
688.0,0.011530807793223498
689.0,0.009293509842586098
690.0,0.007088078044386841
691.0,0.008711901698875469
692.0,0.00919089336962549
693.0,0.008458098237748872
694.0,0.00838675265786555
695.0,0.005890082456236216
696.0,0.005045333602308621
697.0,0.005310262444902107
698.0,0.0050380780685615615
699.0,0.0043989768534800815
700.0,0.0033436866152678664
701.0,0.006773436965753584
702.0,0.010193642285022992
703.0,0.012401747525391636
704.0,0.011586278255854857
