wavenumber,intensity
450.0,0.016070180079009875
451.0,0.016070180079009875
452.0,0.016686082669627775
453.0,0.01704588153573126
454.0,0.01715932456994889
455.0,0.01702641177228067
456.0,0.01664714314272667
457.0,0.01711600328157349
458.0,0.017712219373871494
459.0,0.014372026970236257
460.0,0.01194881735320012
461.0,0.008714280432957426
462.0,0.005030654566143968
463.0,0.005401642878343528
464.0,0.005414239784303983
465.0,0.0037070576279804794
466.0,0.002844397514776959
467.0,0.004122207383290435
468.0,0.004836386067907198
469.0,0.004820478440274615
470.0,0.005260336501718115
471.0,0.00463977918530479
472.0,0.004002766317938788
473.0,0.002925265478591504
474.0,0.004121863886039948
475.0,0.004303171722014308
476.0,0.004666468110582763
477.0,0.004360573162695738
478.0,0.0022682969810421906
479.0,0.0027467344128048396
480.0,0.0015190797172188188
481.0,0.003003619816622649
482.0,0.006756681829627865
483.0,0.007371997248560856
484.0,0.005666434111149853
485.0,0.0047090985876082625
486.0,0.004446671361522572
487.0,0.004720655042025107
488.0,0.0039006798420676155
489.0,0.0016657581513126987
490.0,9.174056653375962e-05
491.0,0.0
492.0,0.002771165257201335
493.0,0.007659550886184588
494.0,0.01463444510020474
495.0,0.017591957395752367
496.0,0.02096804025454354
497.0,0.024878084639545096
498.0,0.026068102123335265
499.0,0.026666693861795765
500.0,0.02532314541939107
501.0,0.02242208643744515
502.0,0.020832675512491024
503.0,0.020555175404457695
504.0,0.020373440745632174
505.0,0.019281442425625437
506.0,0.01875001710821426
507.0,0.017342972550168565
508.0,0.016909255816240944
509.0,0.014411344324745654
510.0,0.013981973057677314
511.0,0.015547625496219224
512.0,0.01704886365829967
513.0,0.018364018070636867
514.0,0.020154544203964356
515.0,0.0213573204359322
516.0,0.02131039328953492
517.0,0.021652915731532132
518.0,0.02375839582308397
519.0,0.02182082428178987
520.0,0.020728850346873207
521.0,0.021585689723016825
522.0,0.024925874628319324
523.0,0.028403121633004725
524.0,0.029904282167046766
525.0,0.03085050971735031
526.0,0.029288866703051038
527.0,0.02638630404799639
528.0,0.024557282218748963
529.0,0.025025768813536013
530.0,0.02448124340382069
531.0,0.024575660112997277
532.0,0.02642908522722289
533.0,0.030560076968807096
534.0,0.03590047653930465
535.0,0.04553057840203302
536.0,0.050467009650192934
537.0,0.05144073511002473
538.0,0.05129793079208293
539.0,0.050419966352991376
540.0,0.051707963609295866
541.0,0.05240214379788707
542.0,0.05168387357446528
543.0,0.05344381578575012
544.0,0.05394595177487334
545.0,0.05758279389809302
546.0,0.06070519063068082
547.0,0.06365179217044348
548.0,0.0632913121111696
549.0,0.06312314732548181
550.0,0.05969228405336076
551.0,0.05531148773703574
552.0,0.05248333373778578
553.0,0.050853024677519405
554.0,0.04917777159481294
555.0,0.04802281483950603
556.0,0.047157965536093936
557.0,0.04520180771150136
558.0,0.04253676560818142
559.0,0.042031928478814505
560.0,0.0389333385944007
561.0,0.03389915848285385
562.0,0.029995609936735394
563.0,0.027216084401640164
564.0,0.024568828375890552
565.0,0.024095664872118432
566.0,0.02277049602654015
567.0,0.02229913728865229
568.0,0.024388484258738102
569.0,0.02628253548160855
570.0,0.027384842894818292
571.0,0.02643109625698694
572.0,0.02439515166478211
573.0,0.022830438904452247
574.0,0.0192232323345078
