wavenumber,intensity
400.0,0.0
401.037037037037,0.0
402.0740740740741,0.0
403.1111111111111,0.0
404.14814814814815,0.0
405.18518518518516,0.0
406.22222222222223,0.0
407.25925925925924,0.0
408.2962962962963,0.0
409.3333333333333,0.0
410.3703703703704,0.0
411.4074074074074,0.0
412.44444444444446,0.0
413.48148148148147,0.0
414.51851851851853,0.0
415.55555555555554,0.0
416.5925925925926,0.0
417.6296296296296,0.0
418.6666666666667,0.0
419.7037037037037,0.0
420.74074074074076,0.0
421.77777777777777,0.0
422.81481481481484,0.0
423.85185185185185,0.0
424.8888888888889,0.0
425.9259259259259,0.0
426.96296296296293,0.0
428.0,0.0
429.037037037037,0.0
430.0740740740741,0.0
431.1111111111111,0.0
432.14814814814815,0.0
433.18518518518516,0.0
434.22222222222223,0.0
435.25925925925924,0.0
436.2962962962963,0.0
437.3333333333333,0.0
438.3703703703704,0.0
439.4074074074074,0.0
440.44444444444446,0.0
441.48148148148147,0.0
442.51851851851853,0.0
443.55555555555554,0.0
444.5925925925926,0.0
445.6296296296296,0.0
446.6666666666667,0.0
447.7037037037037,0.0
448.74074074074076,0.0
449.77777777777777,0.0
450.8148148148148,0.0008604226409891511
451.85185185185185,0.0009154749047990526
452.8888888888889,0.000988385642175763
453.9259259259259,0.001081787577696552
454.96296296296293,0.0011775306451920341
456.0,0.0012442738843558476
457.037037037037,0.0013018330054325566
458.0740740740741,0.001362908020048323
459.1111111111111,0.0014299281672951584
460.14814814814815,0.0014993481845949088
461.18518518518516,0.0015835869799136753
462.22222222222223,0.001666281802890715
463.25925925925924,0.0017307174746959565
464.2962962962963,0.0017785890084436999
465.3333333333333,0.0018234774869333643
466.3703703703704,0.001861963514897259
467.4074074074074,0.0018925073155706639
468.44444444444446,0.0019031137342660441
469.48148148148147,0.0019028410217600319
470.51851851851853,0.0018977601779941674
471.55555555555554,0.0018881858712446193
472.5925925925926,0.0018420596975353553
473.6296296296296,0.001743413290745095
474.66666666666663,0.0016266336000935098
475.7037037037037,0.0014978042122531772
476.74074074074076,0.0013637639177594958
477.77777777777777,0.001204613094827589
478.8148148148148,0.0010257850156926232
479.85185185185185,0.0008496630837326979
480.8888888888889,0.0006933778399024264
481.9259259259259,0.0005401889319096596
482.96296296296293,0.0004714318157783742
484.0,0.00043227869106900234
485.03703703703707,0.0003939814640708081
486.0740740740741,0.00035568423707261587
487.1111111111111,0.0003164807654390583
488.14814814814815,0.00026956582325086677
489.18518518518516,0.0002224285154808526
490.22222222222223,0.00017983921319572222
491.25925925925924,0.00014154198619753032
492.2962962962963,0.0001112499201450587
493.3333333333333,0.0001011973176157336
494.3703703703704,9.340613109780554e-05
495.4074074074074,9.062446353647746e-05
496.44444444444446,9.062446353647746e-05
497.48148148148147,9.062446353647746e-05
498.51851851851853,9.062446353647746e-05
499.55555555555554,9.062446353647746e-05
500.5925925925926,9.062446353647746e-05
501.6296296296296,9.062446353647746e-05
502.66666666666663,9.062446353647746e-05
503.7037037037037,9.062446353647746e-05
504.74074074074076,9.062446353647746e-05
505.77777777777777,9.062446353647746e-05
506.8148148148148,9.062446353647746e-05
507.85185185185185,9.062446353647746e-05
508.8888888888889,9.062446353647746e-05
509.9259259259259,9.744227618679147e-05
510.96296296296293,0.00010687812889482547
512.0,0.00011010872319682008
513.0370370370371,0.00010053441644727244
514.074074074074,9.156846836498318e-05
515.1111111111111,9.062446353647746e-05
516.1481481481482,9.062446353647746e-05
517.1851851851852,9.062446353647746e-05
518.2222222222222,9.062446353647746e-05
519.2592592592592,9.062446353647746e-05
520.2962962962963,9.062446353647746e-05
521.3333333333334,9.062446353647746e-05
522.3703703703703,9.062446353647746e-05
523.4074074074074,9.062446353647746e-05
524.4444444444445,9.062446353647746e-05
525.4814814814815,9.062446353647746e-05
526.5185185185185,9.65570094365046e-05
527.5555555555555,0.00011232398786104599
528.5925925925926,0.00013237884599550737
529.6296296296296,0.0001579634746364978
530.6666666666666,0.00018668639488514347
531.7037037037037,0.00022003284100495518
532.7407407407408,0.0002575412995242199
533.7777777777778,0.000293988277058545
534.8148148148148,0.00032423419176384294
535.8518518518518,0.0003529571120124896
536.8888888888889,0.00037508458519264627
537.9259259259259,0.0003944345863884889
538.9629629629629,0.0004322367352988425
540.0,0.0005074969958042753
541.0370370370371,0.000587154221022037
542.0740740740741,0.0007502195173094855
543.1111111111111,0.0009225570388013459
