wavenumber,intensity
450.0,0.014936228251649357
451.0,0.010869204545354965
452.0,0.007659587109614056
453.0,0.005307375944426397
454.0,0.0038135345248548076
455.0,0.0031680682362903115
456.0,0.002969399547002608
457.0,0.0025910549645611555
458.0,0.005837472092098143
459.0,0.0106939577256709
460.0,0.015023128933668977
461.0,0.018130823650255323
462.0,0.021464581721717977
463.0,0.024952157957506486
464.0,0.026988812419922546
465.0,0.02914014727558471
466.0,0.026791349120098746
467.0,0.02271007603658199
468.0,0.02040144804266691
469.0,0.02092984290740662
470.0,0.023372510007981667
471.0,0.02863318492189874
472.0,0.031431100486192236
473.0,0.03533086567656758
474.0,0.0390852254746766
475.0,0.04095410124995849
476.0,0.043599628679657096
477.0,0.0450822201869042
478.0,0.045132215147713775
479.0,0.0454814828600771
480.0,0.04461409009831255
481.0,0.04905034660258661
482.0,0.05194904651273
483.0,0.05214594168997734
484.0,0.05128405996992694
485.0,0.04868646268067198
486.0,0.045872280904504625
487.0,0.042536951403991274
488.0,0.03775862945038539
489.0,0.03254700777501848
490.0,0.0250088072871139
491.0,0.020123660208735652
492.0,0.01594183940567637
493.0,0.012403134164055474
494.0,0.009292632071263658
495.0,0.005128356994853967
496.0,0.0037660976151206917
497.0,0.005153640971725654
498.0,0.007931675158873887
499.0,0.008597160089898352
500.0,0.007012930794760495
501.0,0.006089400355957397
502.0,0.004461436816485947
503.0,0.004636797693827309
504.0,0.006608446223289184
505.0,0.006833633765292491
506.0,0.004428506524760096
507.0,0.005480397889729791
508.0,0.009687887194217313
509.0,0.014494592551454664
510.0,0.018856386969319065
511.0,0.021802544531155186
512.0,0.02268112697821841
513.0,0.024318411900471848
514.0,0.0266568225714263
515.0,0.031854376389120566
516.0,0.03714929837463495
517.0,0.035023734647541764
518.0,0.03722660469075099
519.0,0.04627684631259617
520.0,0.0604601013867094
521.0,0.07507213057042413
522.0,0.09690474448255552
523.0,0.1176694951890302
524.0,0.14138484883841387
525.0,0.1670901095808781
526.0,0.19962997861656212
527.0,0.23145390157879012
528.0,0.2562979123675291
529.0,0.2814321768428201
530.0,0.30413083192710694
531.0,0.32334671818420146
532.0,0.3346268715840769
533.0,0.3353136201996918
534.0,0.3277368112764872
535.0,0.30445655276509004
536.0,0.2830030686655964
537.0,0.25390297999165123
538.0,0.22313073701033456
539.0,0.18995188502818958
540.0,0.1602180212421716
541.0,0.13814854179874606
542.0,0.11737145888622842
543.0,0.10509389573043383
544.0,0.09347740912215853
545.0,0.08333345075851667
546.0,0.07682226320085865
547.0,0.06840311834943678
548.0,0.0608371873513262
549.0,0.05469198004064121
550.0,0.04799054836800394
551.0,0.038947714218086626
552.0,0.030808975663241183
553.0,0.02146557574512033
554.0,0.017092028711990455
555.0,0.014678475033538281
556.0,0.013510384915511176
557.0,0.013654876140809416
558.0,0.01042375498921748
559.0,0.010246322334382114
560.0,0.012789541613048629
561.0,0.015737557419353627
562.0,0.015148817703380722
563.0,0.014338657532820667
564.0,0.013347888521189627
565.0,0.013994438169998964
566.0,0.01490915750658006
567.0,0.015983247404146094
568.0,0.01560459085123756
569.0,0.013240047666540276
570.0,0.013659969868163263
571.0,0.012592579966909847
572.0,0.012377949564021851
573.0,0.012088596392091602
574.0,0.010787591176982764
575.0,0.01338287368586164
576.0,0.01420616562051249
577.0,0.013909222661623491
578.0,0.014439399313134541
579.0,0.013596833788319884
580.0,0.01476883001012816
581.0,0.012935332560319139
582.0,0.010958647862954442
583.0,0.010227659845851856
584.0,0.010745984496760754
585.0,0.01095579241293335
586.0,0.014879496330759159
587.0,0.017097331909407716
588.0,0.017046592105394765
589.0,0.018639535335870625
590.0,0.01853640614521621
591.0,0.018495997612057
592.0,0.019338473301415356
593.0,0.016899199559970653
594.0,0.0167410334290033
595.0,0.01576064422518741
596.0,0.014425517524862498
597.0,0.014386819121749321
598.0,0.011799421116754253
599.0,0.009349218546477396
600.0,0.009785573980201476
601.0,0.010748194975965802
602.0,0.011018236925761008
603.0,0.011973459063931212
604.0,0.012674832823866588
605.0,0.014472755842349281
606.0,0.015864844983781018
607.0,0.016009342011821585
608.0,0.016054439744295847
609.0,0.01533337815883844
610.0,0.01504187985883194
611.0,0.01594125835472352
612.0,0.017407094408430766
613.0,0.01921026959171001
614.0,0.018938677054721922
615.0,0.016667427598476704
616.0,0.015414848544886867
617.0,0.012729343880719194
618.0,0.010395216350538855
619.0,0.00836457598183576
620.0,0.005511938310099199
621.0,0.004271043654259829
622.0,0.004225528216833777
623.0,0.004007498468352007
624.0,0.0058201414209598495
625.0,0.008942713255261069
626.0,0.011425128317879528
627.0,0.012169977543717138
628.0,0.015572366397920546
629.0,0.016932024475016096
630.0,0.019259902166293356
631.0,0.01980795584566346
632.0,0.022491773516194934
633.0,0.023573873962315188
634.0,0.021646718714597106
635.0,0.019558864743571335
636.0,0.022608129807410025
637.0,0.026620564349002653
638.0,0.0317757676627895
639.0,0.03658785701639643
640.0,0.04371939992081309
641.0,0.05126543608858666
642.0,0.05877608683365293
643.0,0.06921435119750284
644.0,0.08135114732326466
645.0,0.0877082900931632
646.0,0.09139063194028807
647.0,0.0976975951159747
648.0,0.10622565499179938
649.0,0.11318887297410739
650.0,0.11458486409993873
651.0,0.11511191441592075
652.0,0.11567963166791476
653.0,0.11218007015173574
654.0,0.10622456646457581
655.0,0.10208707649704575
656.0,0.09485341139180725
657.0,0.08255750207210345
658.0,0.07152000505102375
659.0,0.06505461383357938
660.0,0.0586831129239548
661.0,0.05103780909865568
662.0,0.04337631337761552
663.0,0.037294925060060144
664.0,0.030980160770300014
665.0,0.027056119057058743
666.0,0.02280406829010969
667.0,0.020652558081443447
668.0,0.01917194875150439
669.0,0.015304937957197525
670.0,0.013472876315394173
671.0,0.01274514281622323
672.0,0.013669514180885856
673.0,0.013604892638045728
674.0,0.010594286054181314
675.0,0.010448621682335079
676.0,0.012618370925143767
677.0,0.014825025911867564
678.0,0.015050238504569519
679.0,0.017803436735589283
680.0,0.01708946987893946
681.0,0.013405350694457469
682.0,0.011266292292180383
683.0,0.011274263311571012
684.0,0.008797224454281724
685.0,0.006566194448045148
686.0,0.00408722400902334
687.0,0.005426825257755528
688.0,0.007943852344788168
689.0,0.008952642132619615
690.0,0.013627598491969005
691.0,0.01725346141908795
692.0,0.015169662767343994
693.0,0.012539042788435347
694.0,0.010132633960061036
695.0,0.0069780810027896675
696.0,0.004204728999386723
697.0,0.004399577642523199
698.0,0.004311111738594342
699.0,0.004713497944953241
700.0,0.004200851314849227
701.0,0.00573007208789462
702.0,0.009859548647003417
703.0,0.00976125896155775
704.0,0.009176113796028963
705.0,0.009009403615632076
706.0,0.010248881493137215
707.0,0.011686215090857363
708.0,0.014503611383914962
709.0,0.015979972845793833
710.0,0.01639887934926866
711.0,0.01612511964448139
712.0,0.013824160837409191
